,Neural Crest/Mid-HindBrain_corr,Neural Crest/Mid-HindBrain_pval,Neural Crest/Mid-HindBrain_qval,Neural Crest/Mid-HindBrain_ci_low,Neural Crest/Mid-HindBrain_ci_high,gene_annotation
ENSMUSG00000044707,-0.022829733029010937,4.146081150541279e-06,4.342031411367066e-06,-0.03254288075473983,-0.013112273390380126,Ccnjl
ENSMUSG00000030054,-0.022838777555790796,4.109889602235256e-06,4.30449660925177e-06,-0.03255192041365865,-0.013121321078539503,Gp9
ENSMUSG00000043157,-0.022898578412084536,3.878105492277289e-06,4.062083875699318e-06,-0.032611689044503525,-0.013181142877372943,Arl11
ENSMUSG00000051391,-0.0229339312558386,3.7470293568183258e-06,3.925124360807387e-06,-0.03264702280466479,-0.013216508134575936,Ywhag
ENSMUSG00000100546,-0.02293448170005506,3.745022469671881e-06,3.923189472858473e-06,-0.03264757295155752,-0.01321705877226216,Gm29483
ENSMUSG00000030614,-0.022962234099987443,3.645163742499118e-06,3.818742968332409e-06,-0.03267531035333689,-0.013244820934229008,Tmem126b
ENSMUSG00000032318,-0.02303410964602064,3.398267364244127e-06,3.56039345937193e-06,-0.03274714698631426,-0.013316721832462295,Isl2
ENSMUSG00000111169,-0.023101943894748508,3.1800204855413838e-06,3.3321609389702555e-06,-0.032814944417873686,-0.013384580100103585,RP23-116C19.4
ENSMUSG00000029282,-0.023116664884276317,3.1344659653198938e-06,3.2845671523915504e-06,-0.03282965740575218,-0.013399306313894611,Amtn
ENSMUSG00000045826,-0.023195303372170645,2.9015264385555923e-06,3.040602548952875e-06,-0.0329082530780915,-0.013477972780839582,Ptprcap
ENSMUSG00000024026,-0.023204760317708965,2.8746588902680867e-06,3.0125757671957515e-06,-0.03291770486660403,-0.013487433099199071,Glo1
ENSMUSG00000025491,-0.023224455969234545,2.819466963885573e-06,2.954862035144004e-06,-0.03293738977219445,-0.013507135780766462,Ifitm1
ENSMUSG00000001349,-0.023233890531354492,2.7933906240042734e-06,2.9276584393645063e-06,-0.03294681918415381,-0.013516573713072612,Cnn1
ENSMUSG00000035694,-0.023287539702619414,2.649452013314042e-06,2.7769197793334624e-06,-0.033000439036412935,-0.01357024208165153,Caps2
ENSMUSG00000024875,-0.02332670918680858,2.548886312076533e-06,2.6717438728644082e-06,-0.033039587079360784,-0.013609425617240498,Yif1a
ENSMUSG00000073590,-0.02335960665801275,2.467264151952205e-06,2.5865187642498095e-06,-0.03307246651957463,-0.013642334912923075,3222401L13Rik
ENSMUSG00000001642,-0.023431643964912822,2.2972032924435703e-06,2.408443728588032e-06,-0.03314446426965423,-0.01371439818602121,Akr1b3
ENSMUSG00000032717,-0.02343611879884991,2.2870193295290093e-06,2.3978690087797855e-06,-0.033148936643064016,-0.013718874636263992,Mdfi
ENSMUSG00000021062,-0.02346677205350533,2.218414256262385e-06,2.3260380432078097e-06,-0.03317957303229565,-0.013749538973318333,Rab15
ENSMUSG00000024914,-0.023473877081013724,2.2027969573384635e-06,2.3097617295141556e-06,-0.03318667414801151,-0.013756646572192556,Drap1
ENSMUSG00000046733,-0.02348641130541313,2.1755029984235743e-06,2.2812398401510035e-06,-0.03319920146909168,-0.013769185335221422,Gprc5a
ENSMUSG00000059213,-0.02348768811291042,2.1727409779345427e-06,2.278440887124627e-06,-0.03320047757320628,-0.013770462605220872,Ddn
ENSMUSG00000092349,-0.023491446056194028,2.1646312328175856e-06,2.2700335737287444e-06,-0.033204233446086216,-0.013774221909940602,Platr17
ENSMUSG00000038602,-0.023491556350954335,2.1643936533383432e-06,2.269881379555038e-06,-0.03320434368007652,-0.013774332244662891,Slc35f1
ENSMUSG00000022752,-0.023528328304610935,2.086565772792119e-06,2.188353816898424e-06,-0.03324109536001519,-0.013811117534719695,Tomm70a
ENSMUSG00000040562,-0.02354167509640921,2.0589878031800475e-06,2.1595227708862625e-06,-0.0332544347867437,-0.013824469173619602,Gstm2
ENSMUSG00000030200,-0.02354231677863152,2.057670778710127e-06,2.158233636316261e-06,-0.03325507611478367,-0.013825111088966415,Bcl2l14
ENSMUSG00000097346,-0.02358589174818004,1.9701036640351613e-06,2.066475206536134e-06,-0.03329862701401735,-0.013868701908132676,Gm26619
ENSMUSG00000108754,-0.023594969591808075,1.9523171372583257e-06,2.047906107577818e-06,-0.03330769983850593,-0.013877783058313211,Gm44748
ENSMUSG00000028988,-0.023658686813262286,1.8317450579449119e-06,1.921594798438877e-06,-0.0333713817856597,-0.013941523533512837,Ctnnbip1
ENSMUSG00000027314,-0.023705437811384924,1.7478633890711022e-06,1.8337553170016965e-06,-0.03341810685194059,-0.0139882916437497,Dll4
ENSMUSG00000022544,-0.023711070597636098,1.7380096825648703e-06,1.823495309018106e-06,-0.0334237365109322,-0.013993926494620983,Eef2kmt
ENSMUSG00000028444,-0.02373805369374162,1.691542546456033e-06,1.7748943373899962e-06,-0.033450704617778375,-0.014020919489568013,Cntfr
ENSMUSG00000024826,-0.023739246435127564,1.6895163492642675e-06,1.772844063900175e-06,-0.033451896696263465,-0.014022112668842093,Dpf2
ENSMUSG00000026220,-0.023766213195790475,1.6443235905225364e-06,1.7255698749576557e-06,-0.03347884846198605,-0.01404908933712963,Slc16a14
ENSMUSG00000027719,-0.023768060204947317,1.641271134118174e-06,1.7224402173485535e-06,-0.03348069444359155,-0.014050937025397777,Adad1
ENSMUSG00000063600,-0.023777351749762362,1.625997909299131e-06,1.7064845972947023e-06,-0.03348998081821239,-0.0140602319875496,Egfem1
ENSMUSG00000025216,-0.023783755153107853,1.6155517586179755e-06,1.6955938433543595e-06,-0.03349638065746715,-0.01406663774697996,Lbx1
ENSMUSG00000030630,-0.023805906085690064,1.579911222816975e-06,1.6583292865889602e-06,-0.03351851925484768,-0.014088796835985747,Fah
ENSMUSG00000033350,-0.02388768113997324,1.4547689015810311e-06,1.5271061640778776e-06,-0.033600248688468705,-0.014170602084164612,Chst2
ENSMUSG00000042717,-0.02389279179321325,1.4472728832443234e-06,1.5193023699937842e-06,-0.033605356486264955,-0.01417571462873575,Ppp1r3a
