,Forebrain/Midbrain/Hindbrain_corr,Forebrain/Midbrain/Hindbrain_pval,Forebrain/Midbrain/Hindbrain_qval,Forebrain/Midbrain/Hindbrain_ci_low,Forebrain/Midbrain/Hindbrain_ci_high,gene_annotation
ENSMUSG00000019889,0.1596566696819655,0.0,0.0,0.15325718546483091,0.16604276295787335,Ptprk
ENSMUSG00000041132,0.15959670882687632,0.0,0.0,0.1531971014218574,0.16598293005685275,N4bp2l1
ENSMUSG00000027087,0.1595007098080118,0.0,0.0,0.1531009052742394,0.16588713579815392,Itgav
ENSMUSG00000003363,0.15946408259007752,0.0,0.0,0.15306420287627476,0.16585058667211938,Pld3
ENSMUSG00000044674,0.15945051275844208,0.0,0.0,0.15305060519605468,0.16583704576790034,Fzd1
ENSMUSG00000040813,0.1594445307702247,0.0,0.0,0.1530446109321167,0.1658310765309897,Tex264
ENSMUSG00000109901,0.15927028372489976,0.0,0.0,0.15287000651867624,0.1656572007082397,Chmp1b
ENSMUSG00000015759,0.1592621491765947,0.0,0.0,0.1528618552967622,0.16564908348038623,Cnih1
ENSMUSG00000021536,0.15922710511632654,0.0,0.0,0.1528267394156698,0.16561411402763607,Adcy2
ENSMUSG00000041624,0.1591598808988058,0.0,0.0,0.15275937747114732,0.16554703288305056,Gucy1a2
ENSMUSG00000030413,0.15914536297985998,0.0,0.0,0.15274482981612472,0.16553254585475213,Pglyrp1
ENSMUSG00000041439,0.15913947584074087,0.0,0.0,0.1527389306195651,0.16552667124126672,Mfsd6
ENSMUSG00000045251,0.15911920632760568,0.0,0.0,0.15271861959596003,0.16550644485061944,Zfp688
ENSMUSG00000028804,0.15905692711810615,0.0,0.0,0.15265621287705666,0.16544429810375036,Csmd2
ENSMUSG00000068794,0.15903799115335374,0.0,0.0,0.15263723815324892,0.1654254024041427,Col28a1
ENSMUSG00000036197,0.15903465534884775,0.0,0.0,0.1526338955213446,0.16542207369235434,Gxylt1
ENSMUSG00000020457,0.15902900272241374,0.0,0.0,0.15262823132600215,0.16541643308442291,Drg1
ENSMUSG00000049037,0.1589883871746833,0.0,0.0,0.15258753266511,0.16537590388037854,Clec4a1
ENSMUSG00000026024,0.15894965364549388,0.0,0.0,0.15254871989423027,0.16533725267383587,Als2
ENSMUSG00000029804,0.1589216142294935,0.0,0.0,0.1525206231270521,0.16530927283941146,Herc3
ENSMUSG00000040093,0.1588875769498193,0.0,0.0,0.15248651624221107,0.1652753078724897,Bmf
ENSMUSG00000038615,0.15886551578564104,0.0,0.0,0.1524644099717894,0.16525329356951943,Nfe2l1
ENSMUSG00000030862,0.15886457770953435,0.0,0.0,0.15246346997783483,0.16525235748588543,Cpxm2
ENSMUSG00000027291,0.15872605023193567,0.0,0.0,0.15232465941513035,0.16511412411416954,Vps39
ENSMUSG00000022911,0.15871594470017542,0.0,0.0,0.15231453324229283,0.16510404002751003,Arl13b
ENSMUSG00000031932,0.15871106216959974,0.0,0.0,0.15230964073937456,0.16509916785774728,Gpr83
ENSMUSG00000039480,0.1586795992340085,0.0,0.0,0.15227811354971924,0.16506777167956269,Nt5dc1
ENSMUSG00000032199,0.15864280755016505,0.0,0.0,0.15224124674588888,0.16503105804313234,Polr2m
ENSMUSG00000027695,0.1585285145268706,0.0,0.0,0.15212672047668163,0.16491700736048018,Pld1
ENSMUSG00000022881,0.15841474226656513,0.0,0.0,0.1520127162039618,0.1648034761669415,Rfc4
ENSMUSG00000014349,0.15836106035977615,0.0,0.0,0.1519589248843951,0.1647499079454721,Ube2z
ENSMUSG00000085447,0.15834544920558036,0.0,0.0,0.15194328191915282,0.16473432984485842,9530026F06Rik
ENSMUSG00000027570,0.15834464823640146,0.0,0.0,0.1519424793179154,0.16473353057148998,Col9a3
ENSMUSG00000041565,0.15829067560770232,0.0,0.0,0.1518883967337894,0.1646796721942081,L3mbtl4
ENSMUSG00000009145,0.15820139552791423,0.0,0.0,0.1517989348528312,0.16459058102242524,Dqx1
ENSMUSG00000029863,0.15820057465584045,0.0,0.0,0.15179811230970094,0.16458976188675362,Casp2
ENSMUSG00000043832,0.15813599781569662,0.0,0.0,0.15173340403770927,0.16452532161928612,Clec4a3
ENSMUSG00000037523,0.15809639686953642,0.0,0.0,0.15169372251974553,0.16448580439764718,Mavs
ENSMUSG00000031629,0.15807696863365478,0.0,0.0,0.15167425476285962,0.1644664172295409,Cenpu
ENSMUSG00000019892,0.15800338219989257,0.0,0.0,0.15160051868428367,0.16439298629942567,Lrriq1
ENSMUSG00000021098,0.15796890531909172,0.0,0.0,0.15156597171607497,0.16435858225117822,4930447C04Rik
ENSMUSG00000091831,0.15796616256009788,0.0,0.0,0.1515632233820493,0.16435584528560657,Gm4707
ENSMUSG00000004508,0.15794469607941783,0.0,0.0,0.15154171327123817,0.16433442414433266,Gab2
ENSMUSG00000039529,0.15790900057294785,0.0,0.0,0.15150594522789385,0.16429880401708571,Atp8b1
ENSMUSG00000027985,0.15790201933868198,0.0,0.0,0.1514989498090153,0.1642918375233438,Lef1
ENSMUSG00000028020,0.1578856959044868,0.0,0.0,0.1514825932110403,0.1642755485527688,Glrb
ENSMUSG00000024064,0.15784143593722397,0.0,0.0,0.15143824333991412,0.16423138201391413,Galnt14
ENSMUSG00000035112,0.1577838025084233,0.0,0.0,0.15138049288080477,0.1641738702051723,Wnk4
ENSMUSG00000028108,0.1577404500073624,0.0,0.0,0.15133705237706213,0.1641306091594322,Ecm1
ENSMUSG00000035187,0.1577246795005914,0.0,0.0,0.151321249863351,0.16411487191561924,Nkx6-1
ENSMUSG00000052572,0.1576954456512479,0.0,0.0,0.15129195669127596,0.16408569971734596,Dlg2
ENSMUSG00000045038,0.1575380417191086,0.0,0.0,0.15113423354082298,0.1639286275411995,Prkce
ENSMUSG00000035769,0.15748443293607595,0.0,0.0,0.1510805161125441,0.1638751316739681,Xylb
ENSMUSG00000025277,0.15744692090416507,0.0,0.0,0.15104292808006084,0.1638376986310327,Abhd6
ENSMUSG00000046709,0.1574389923094737,0.0,0.0,0.15103498342415456,0.16382978672920384,Mapk10
ENSMUSG00000020227,0.15726512918566163,0.0,0.0,0.1508607683080727,0.16365628945010532,Irak3
ENSMUSG00000026601,0.15722879485773456,0.0,0.0,0.15082436047022085,0.1636200315273298,Axdnd1
ENSMUSG00000041308,0.15715744187646474,0.0,0.0,0.15075286318147305,0.16354882853946653,Sntb2
ENSMUSG00000078517,0.15675720579684194,0.0,0.0,0.15035181888836546,0.16314943257472642,Emc1
ENSMUSG00000035934,0.15663497337883456,0.0,0.0,0.15022934006153127,0.1630274563108445,Pknox2
