,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Extraembryonic_visceral_endoderm,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Hepatocytes,9.13677238270601e-06,5.5199420629840025e-05,0.00039621161089524383,2.4088179080743067e-07,0.0005223853240668091,0.0007092481457734236,2.0195123251931863e-05,0.0003990623309395395,4.3293753163145e-07,0.0004026914619925614,2.7518985388397682e-05,7.713096744657858e-05,0.9937101083371189,5.8781126993610443e-05,0.0001753240557521289,1.0216188832709669e-05,5.7000678430569904e-05,6.825612588631928e-05,2.5287733067050686e-05,0.0007680654706542733,5.628165014680929e-05,0.00043350773111948307,5.040454298473799e-05,0.001159628909030125,3.8272244456864516e-05,1.1358579602068572e-05,2.4731215107101596e-05,1.7337558350868277e-05,7.741953191048048e-05,1.5816121196827227e-10,0.0006385642003051225
Intermediate_mesoderm_and_kidney,0.0006012177837610485,0.00038375667185293523,0.021171197041247942,4.396467504210057e-05,0.0017290968473355301,0.016040028811821767,0.03268918355832909,0.030792997780640003,5.1538349289602924e-06,0.042473662135168275,0.007657843550083676,0.00223071800663159,0.002274272004802999,0.5434003407149253,0.015575901418361461,0.0006119052922531773,0.0031134821101101075,0.001000666396796952,0.00024075086987515292,0.04733389186708228,0.0011362501982283431,0.02171010125464978,0.03536241086624767,0.14639544311403396,0.018354136276630982,0.0019525742156920052,0.00017843075115416527,0.0003895234211657841,0.0005832364479903226,3.7752312893747386e-06,0.004564086851867325
Intermediate_neuronal_progenitors,3.643294513306221e-05,4.439305796169859e-05,0.03553332264945497,5.557605894255871e-07,0.00022289859878495808,0.0007135672994949457,5.393044935451937e-05,0.0006031575453435032,2.418765801773521e-07,0.005158910889443091,0.00039257670710532346,0.0007837833803996931,0.00014120251115185237,0.0002396195072540081,0.9019045269876809,4.990233614628562e-06,7.734101196616065e-05,5.820722116013185e-05,1.564188569822112e-05,0.0015252872740853113,6.592049347142577e-05,0.0007424431325679545,0.0002741305407903752,0.05023268962348842,0.0004376101148655745,0.0002769810574566082,8.097919475508672e-06,2.0379771349954598e-05,4.1983839069635354e-05,2.5573003286753494e-07,0.00038891998517509693
Intestine,0.001157846851718796,0.001312320417905731,0.033089316860871805,0.0002921704642903992,0.007610002021797932,0.038324906229759634,0.004625743127135964,0.1030930520932325,2.443783755758068e-05,0.056134742001084606,0.027098614970667043,0.031152134489270393,0.07671464740355452,0.07088579072959954,0.018973292211021533,0.046605715135931404,0.014795333111255617,0.003174125275280001,0.0008602432850558733,0.10860549755099709,0.0037056102784891578,0.1474892754849116,0.006119036261874613,0.16726254760784764,0.007009428957731638,0.0034656690177657617,0.0006118905527484976,0.0008810733012946152,0.0022020944828219455,0.0001809255977374549,0.01654251638878914
Lung_and_airways,0.0007763325076090632,0.0019573566857963116,0.02646213382306811,6.735429595033476e-05,0.00906245870940277,0.03500197807873529,0.003458405126670933,0.04337403526031572,7.740191860204111e-06,0.048407382987308616,0.005543936012390998,0.004250948758790338,0.00805811206875656,0.0052437339610611425,0.01417479935407934,0.0007281964021223881,0.45586609580662013,0.0025897209850670086,0.0007340062251403815,0.07843675419702135,0.002777239059107147,0.07361493217726026,0.0025562201480957437,0.14691468989590514,0.002738788475510646,0.005763170742190247,0.00035014957921383755,0.0008188483142205994,0.002133220887696041,3.1269387185705387e-06,0.018128132344314794
Mast_cells,0.00071166489765821,0.004517047046735411,0.03536658605872109,0.013038840114293761,0.07946056676474364,0.090517609114027,0.002465844324702331,0.07642671993841571,2.8079301166864207e-05,0.12799640884085894,0.009920836180342152,0.018387553621000755,0.02393533827310653,0.03730353225676217,0.018077184763633927,0.004282393322931482,0.0187431158407454,0.026866633438368818,0.06793388448567032,0.05080306135896292,0.0038946934872231744,0.05323398108470453,0.0039053638835283154,0.10235786400034515,0.0036573426530568383,0.00503013364329384,0.0007466834437901413,0.0031976047783948782,0.008389697989739852,7.326240808171812e-05,0.10873047268499411
Megakaryocytes,0.000117379221415982,0.001699499695368414,0.010951696880724848,0.01088522838300914,0.023217918432681478,0.047390654925837654,0.001417325695439866,0.0195974407362697,1.1195997131586307e-05,0.020128389643159432,0.0030561448305477875,0.006789022228086619,0.0023437111738228286,0.002144782750704498,0.004241280147162554,0.0007480960965687908,0.0015877244460799265,0.010677534118253921,0.4296386303625619,0.02235703171230221,0.0028581703146563775,0.02186111543831249,0.006152942826204001,0.029419396673264143,0.0018414543387989118,0.004153332089448721,0.20858642715291686,0.0004891844992337641,0.005055859176948168,1.895342188153329e-05,0.10056247659120593
Mesoderm,0.0012992383522548818,0.0005030004881538715,0.03609504750286846,8.895186630439653e-05,0.0018461026763800274,0.02404882271104729,0.01180347091776553,0.02610104778524133,6.881952810965383e-06,0.03292857697791899,0.02428668434785287,0.005925645302195306,0.03434657885976721,0.06446176458501802,0.022289779831940488,0.00023161065819191784,0.01183896734467373,0.0007263010718259672,0.0002070685632968267,0.5512497757012511,0.0019071022066189556,0.03691616477524339,0.009920909525473186,0.07703515518171711,0.010320507426805152,0.008520748989332062,0.00031855761991986936,0.00016468484620826043,0.00045040882130041474,4.031135347433342e-05,0.0041201317571481185
Muscle_cells,0.000922692831424022,0.0010322009352336228,0.03281956733214026,0.018950064570850533,0.007889614944227925,0.05082750790021545,0.002024421591489686,0.03932888220185509,5.409389066382392e-06,0.029360031980487304,0.0075885505028004275,0.0075567411819884136,0.06838358568073812,0.024037294649684186,0.028502641563603298,0.0006312729332258916,0.007378920978486721,0.0016271444319842427,0.0006426395500100515,0.19348773801718283,0.23400397820622487,0.060806457383035015,0.010584540091496786,0.15002249858306121,0.0028460687812197085,0.0017494310375246003,0.0004141087477574298,0.0006682684981365546,0.001472795884397198,0.0016552511636862214,0.012779678456765916
Neural_crest_PNS_glia,0.0009894054743242882,0.0009141200992698128,0.033607401948262026,7.169710588137158e-05,0.004452144831009345,0.02211375541111774,0.0016464944755164672,0.021265700594162894,8.346700500888957e-06,0.05755219885958089,0.008745169487784782,0.0015362311303310184,0.004515853343533089,0.02595328514988804,0.035022226110461845,0.0003872931969440724,0.002613535171351208,0.0016216713548756554,0.0004582887550492893,0.05857855350631282,0.002651277015620755,0.48591845259506505,0.006662458105678828,0.1985713231145296,0.003511058812651628,0.008331020617053618,0.0002774086671850675,0.00042513623522389457,0.0011630295994954397,3.5841789483885626e-06,0.01043187835239017
Neural_crest_PNS_neurons,0.00017901418660489998,0.00016035976598000517,0.06701345122968172,9.810979648383395e-06,0.0005212932108411621,0.0026869262143643506,0.00029670241033027473,0.0031058125317472815,2.2766121648315297e-06,0.018727632592356838,0.007585904238267588,0.0006172983674238372,0.007680264446321852,0.0024445408950194464,0.02062769831843991,2.285516209079141e-05,0.00028004617143070085,0.00022207940182962158,6.17057605981847e-05,0.010213148041296936,0.0002415623503155711,0.009394912226208214,0.8008604200593498,0.025482131648421197,0.016599241956933422,0.00359248143871057,3.26444321002344e-05,5.3286968162901186e-05,0.00011763278820326771,2.3471600785617035e-06,0.001164518435077631
Neuroectoderm_and_glia,0.00020706900151742542,0.00027010197757315553,0.03685905151346791,6.26902757132013e-06,0.0013082528418841572,0.004570900601504359,0.0066145753635857936,0.005295536641806525,2.0488290087752337e-06,0.06623937390919425,0.0014745329256400617,0.00035771795588075987,0.0011631702426474263,0.0009896800921303359,0.043940973872426924,3.362556992559581e-05,0.0005634346915306556,0.00039621298241553223,0.00010075587066905807,0.011307068512805288,0.00044072921330502664,0.01354685932596522,0.0011317691876906188,0.7848488927030671,0.0010932139453288011,0.014364824135628987,4.796658104448681e-05,0.00013636173803869908,0.0002767003691110397,3.112396692830082e-07,0.002412019137965387
Olfactory_sensory_neurons,0.00024216077559151687,9.68551308885995e-05,0.024607408473315644,1.3497815241799145e-05,0.00025844020667361846,0.001808448205580447,0.0003929588660033163,0.002410319136926689,1.732506212053499e-06,0.022816175299642884,0.002065011739082842,0.00024000445826896893,0.00023062186366434843,0.0013311595949362638,0.018582815063902955,2.2803487514023303e-05,0.00012205454392024125,0.00012703855299358186,4.2447525080192375e-05,0.005024015372791675,0.0001041570635769652,0.0027203131115045736,0.09802202008466074,0.03448145046908364,0.7810358304032913,0.002435394531262402,5.640939270716613e-05,2.5288754514030077e-05,7.120487042518725e-05,1.1804691515841143e-09,0.0006119615202733054
Olidendrocytes,7.529862986866409e-05,3.4171855040127685e-05,0.05786979321155473,4.950605593519873e-06,0.00017860238847868925,0.001282956778863806,0.00032077752445654087,0.002620679044515568,2.441987327295867e-06,0.01852881895413814,0.0015151791274868695,0.00012767753005625632,0.00022988692655114012,0.0006658458598995179,0.01650849179707432,1.1934585553514376e-05,0.00013512944862796754,0.00020914187850366582,4.35765640279187e-05,0.00561845102459992,8.78608749287699e-05,0.009580589731857245,0.0017802996276129533,0.2218537241047345,0.0009437592383653586,0.6590850240477037,1.9572320239277186e-05,1.6181269608406018e-05,5.449807718449921e-05,3.1176763370924536e-10,0.000594684673779369
Primitive_erythroid,6.31852618939917e-05,0.0005634305524772116,0.03871268080891521,0.0027949304763023116,0.09930046557612332,0.023710908236510873,0.017353523925626665,0.022418240062253667,5.976239342368769e-05,0.03666920651518665,0.016407464182165137,0.010172459372582158,0.003178902168665015,0.003856560589464136,0.008551856714902191,0.0005392180302189141,0.0014021353548087539,0.004212468973877047,0.07591749834229268,0.032997251506782094,0.0004281206278452829,0.025154579177669986,0.0036897085763205276,0.05410478926596058,0.006156281515956143,0.012317163765043911,0.48090805538665865,0.00016292902085482375,0.0019470928927416199,1.7445709186486128e-08,0.016249113280767575
Primordial_germ_cells,0.0007681128110582412,0.0010060500058177073,0.021032342069694884,2.604401120988327e-05,0.0153498225994975,0.04266755157597869,0.0014078191766656943,0.22939031642669128,7.439402688602353e-06,0.0400273266602724,0.004029996574805037,0.0017297078813117977,0.03785281517226369,0.0076855288424489,0.015248106344852326,0.000822025967374169,0.1903299633407982,0.0041472216781686215,0.0006492917700945914,0.04105889676653039,0.005763517523455994,0.04643862185619176,0.0033420269793223278,0.22446798619173527,0.0032921493018113796,0.002026374159486783,8.714203175869138e-05,0.006116804487214798,0.002037088792562486,0.03669932749398769,0.014492582104250213
T_cells,0.0010296196590883233,0.007055770693485147,0.05122861364232761,0.000330636754847696,0.047905703302882255,0.1495971152513269,0.006712336664929042,0.06992435080736488,4.51693534518926e-05,0.0728547087026389,0.00910331539471883,0.008427202250122137,0.019840697626353238,0.011567759639226452,0.021009838945701156,0.005686630190258979,0.011083771812222728,0.02044097783437425,0.0068718596405602465,0.07580403577509649,0.00531638152357101,0.079471427415277,0.006724679482349214,0.14554505760611441,0.008571655961642038,0.004704272122502214,0.004241141729100955,0.0022051922261307234,0.01712653694196874,4.717858903053086e-06,0.12956882319146348
Testis_and_adrenal,0.001179432032285255,0.0015226501631361354,0.036012772346399484,4.683809779587514e-05,0.010674429262115247,0.05759619379772697,0.01906426441561358,0.0950354209202344,2.080748553236533e-05,0.042293679472870015,0.032813496443469765,0.004682663365039276,0.022325251621153088,0.22078073742257023,0.021747663929074103,0.0008270655770768314,0.015488834737765017,0.0035099707328237876,0.0011959484577209563,0.13044614904130006,0.003606702561708601,0.08902100618720166,0.005378156972515475,0.14167797492005768,0.008165566135847869,0.0038006789126068187,0.0010633825922108453,0.0006240805420135647,0.0028615233555698075,0.0037012823367389342,0.02283537616182632
White_blood_cells,0.0005288809866574777,0.010146502589304421,0.030035118185460157,0.0011525806248470205,0.04905474647381469,0.17160485995895364,0.005444447142960546,0.05264742767863748,3.072262244335472e-05,0.04014812482643886,0.007359955127566705,0.012600880344607816,0.018018633453789634,0.009359099140518199,0.014689229695001785,0.0031550913689667695,0.008571765540926339,0.03203196509123973,0.026370663673801198,0.04556580715510373,0.004399229852122382,0.05962524671141356,0.004471046465459053,0.08249488622455656,0.004721555478764601,0.004455620503714822,0.0055093286626196475,0.005063086839888633,0.017286116570610584,0.0006109157222220607,0.27284646528758855
