,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Primitive_erythroid,Primordial_germ_cells,White_blood_cells
Intermediate_neuronal_progenitors,0.012025405860539,5.600875068890147e-11,5.270683633432897e-11,2.1746460563786735e-09,5.968284997167364e-11,1.404340223941915e-08,7.391628414900789e-08,1.0636955677926959e-07,1.1412315734157246e-10,9.603384919968364e-09,0.9875854424357101,4.798570816903724e-14,2.3053512830578688e-09,1.3762741184615053e-10,4.817096479643632e-06,6.6286377532818e-09,4.7167888188432253e-07,3.451509715479536e-06,0.0003383671632275939,1.7193957665983987e-10,4.1819643951607634e-05,5.889770550865609e-09,2.4550308876894724e-09,6.332934841568748e-10
Lung_and_airways,3.484926013902127e-07,3.8645628269663243e-08,6.032208437671822e-07,0.0004590597079342431,3.507063897185781e-08,0.0071361071648233885,0.0006277495596125313,0.028459365378138216,6.771147893303882e-07,0.004170231642724417,1.4934438903572636e-06,6.133433495628084e-09,0.9553647319884204,3.9261377516999484e-08,0.003122154714305219,3.2504548509745856e-05,9.399238753152043e-05,6.8155988797149385e-06,5.002849284563203e-05,4.5786201410806594e-07,4.547042086210424e-06,8.151040968929971e-08,0.00046699349965957204,1.9375189023008642e-06
Megakaryocytes,2.013906225725356e-05,0.000327982868602093,0.0195574342921138,0.006397722501631052,0.012982285068147765,0.0033489466717474417,0.0008868727831566841,5.58957377230922e-05,0.0009763204921452211,2.9805267971886824e-05,1.6327115226975584e-06,3.243114803912803e-08,0.00012270108951721863,0.7611300048248485,0.0005217680384826639,0.0013015923972551347,0.00011940469522259511,5.514046788675528e-05,0.00011804392385552906,8.377266600070533e-05,1.522896180890336e-06,0.022269579632593677,0.04661240989416535,0.12307898958582397
Mesoderm,0.0007648344407428848,0.0007433262449643618,0.0024218735551744825,0.006440443275690253,6.171381222677519e-05,0.026870635531987958,0.023295396299579916,0.03215659321507942,0.005997840150493335,0.012901695091094052,0.00453826306971075,8.425222536753139e-05,0.0665158462150592,0.0012267160591205686,0.6481183589443211,0.030569932515865473,0.006620852560635424,0.0047569878956466105,0.007745003580827662,0.010162477102619133,0.011614455522723974,0.016904064921530276,0.07638940005460741,0.003099037714931399
Muscle_cells,0.00046375276071396524,0.013647203783805406,0.0017968350449910951,0.0015080936051997638,5.096742265628478e-05,0.010619836278359501,0.01819844603958313,0.010252242314711743,0.0009225966945982058,0.0018990976431011637,0.0020786412745864846,7.117064122306955e-06,0.007561439432010394,0.008529657779338144,0.07268126548644653,0.7908435128705018,0.003204015887781896,0.0043927572253829,0.004474430026918928,0.009812427076988182,0.005421557176864991,0.0052524424959141955,0.024750835147280135,0.0016308294681428798
Neural_crest_PNS_glia,0.0019750920897668857,0.0008271407502656712,0.0036132957031599754,0.004098900561026376,3.794681803467009e-05,0.010170723230238144,0.020890574735173237,0.006662998760832363,0.0013646210900304075,0.0016125190175592095,0.042755718932240325,1.9928909591458532e-05,0.02647802585042817,0.0024094199568996757,0.03998933700518482,0.005089881323537523,0.6334307739128625,0.03477450059847205,0.011159359388186454,0.0035959321252177516,0.022683284995289637,0.01898965969391334,0.09483672602602033,0.012533638526069004
Neural_crest_PNS_neurons,0.007582687920655793,8.929161587205604e-05,0.0007750094088029543,0.0006865978491253233,2.1728309062210875e-05,0.003968278023487023,0.005469429878988774,0.002704684442490384,0.0011000668378830895,0.001104234622901078,0.0181807730166469,2.2508630065694897e-06,0.002897365308048136,0.00018760432796794847,0.006963960962178494,0.0012617416460209074,0.019823104529648587,0.8520412015150753,0.003133533816414181,0.0006444464214070125,0.046596099599744034,0.006253996985900074,0.01720397207902238,0.0013079400196507943
Neuroectoderm_and_glia,0.019351069984960053,0.0004739128613821792,0.002553851954633803,0.002994651145226671,0.001413227372172101,0.022143747054585303,0.30804689490807247,0.012531370637418304,0.0016280556790949292,0.00852529753068694,0.09616212348805539,5.3575392804335636e-05,0.011353773710794338,0.0009877366808550086,0.0399001524198636,0.00600118550152015,0.015132108632754472,0.006161465194406742,0.29453180915732047,0.013505611405661495,0.029265224735792142,0.02504975304947216,0.0768916278115444,0.005341773690922547
Notochord,8.912545219256435e-09,8.032415154055851e-10,1.3406120433709458e-08,2.282469464098167e-08,7.219959231789271e-11,1.0678954643961715e-06,5.676393171202678e-05,6.734289741964339e-07,6.528129483218998e-09,3.1637322006587094e-05,7.503287820968025e-08,1.0981177588904026e-10,4.2444388981591555e-05,8.123537759768643e-07,0.011485186213299456,0.11177135071887177,6.206172694048448e-10,0.00016122527907443755,5.4867287572267976e-09,0.8764478417607265,5.833091550983724e-11,2.288129228934489e-13,6.172572072326159e-11,8.62789860663159e-07
Olfactory_sensory_neurons,0.02265157546104157,1.5257951387775485e-06,3.799625111930498e-05,6.917084087940017e-05,1.0342085922788424e-06,0.00038752425385548366,0.0012323905223879672,0.0006542513716164623,0.00021859613436917024,0.0002652377583441243,0.3234905892188493,1.1782312879861359e-09,0.000132675500674104,0.000254343903587358,0.001030597833745804,0.0005762844218678175,0.0005396229669980738,0.06866724775594452,0.0014396472805646185,0.00035998207678773856,0.5739969003796409,0.0017029322883042705,0.0021198650314556856,0.0001700075660039087
Primitive_erythroid,2.989631063838265e-07,9.14130811726915e-05,0.031464875270408664,0.003086418197862702,0.0005578409857237784,0.0015341906366293017,2.7356891680783162e-06,5.149855241739906e-07,0.0022918130654255553,4.19875966797438e-06,2.5312579478172123e-07,9.232081364950724e-10,0.00012726037160891052,0.0058629970115034805,0.000980062193788307,0.0006980859441965306,7.288706668959163e-05,2.653079933465572e-07,0.0001227816121688835,1.1931091336735147e-07,2.4425287090430767e-08,0.9418563404175636,0.00026476238132675347,0.010979860273267895
Primordial_germ_cells,2.5442830020769694e-06,2.6262179699004565e-05,0.33198395313719953,0.0004009521210114662,1.4295582648331375e-07,0.0005270002866314904,1.8232140032658403e-05,0.00015535706161520104,0.0005402862434195519,2.3901452508936014e-06,3.791545844025897e-07,4.618768970362783e-10,0.009885622171262242,0.00028493252416895764,0.0011179457632015167,6.520860904433901e-05,0.0003816138771712968,2.150972428251673e-05,0.0004336393314325264,6.158980239185216e-05,8.216065893333978e-07,0.0001402674385934649,0.4819408944811059,0.17200845450060653
White_blood_cells,0.0002106299884123435,0.009752305878678291,0.07960678410767628,0.013006806003913957,2.0378454212879643e-05,0.00235073494562878,0.0036048725154121082,0.0015915669048469224,0.014457998386369141,0.0003895491425522531,0.004403377757982524,3.949531256364438e-09,0.0031288814772967408,0.0935088444000909,0.011384574372846805,0.0007897143726231543,0.0022392223418346998,0.0006938736572156474,0.003748831232630383,0.0007964581374019333,0.0001584336815075034,0.11256628163595556,0.17432672779995564,0.4672631488554243
