,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Hepatocytes,1.4421849657594746e-05,0.00032972271671956365,5.884869242605547e-05,0.000655541911186311,0.0089130459697236,0.00021652726526906206,0.005606093582717101,0.001110167852147032,0.015490299474227824,0.8877260904736469,0.0006978589981333443,0.0003481397084000154,0.001562929401682539,0.001726218192732321,0.0011062277754822572,0.00030595865275990445,0.00590528469250953,0.0008255170164107523,0.005034549752090647,0.002696843418933056,0.0015035745827183748,0.00017870219459316443,1.4881029897025323e-05,0.00040151616388290674,0.0018091116082760146,0.002393750300287032,0.032700084959375375,0.020668091764114667
Intermediate_mesoderm_and_kidney,7.8537223361158e-06,0.0008366545109160783,0.0007715986020556853,0.00045676547027869,0.005800631848679954,0.0008988964286075324,0.039493680136978085,0.026323534639378567,0.0331024156166265,8.919262503639215e-05,0.7467100050064178,0.001131666711722566,0.010032045689669698,0.020913444531811962,0.0014604030926028224,0.0004911817976507762,0.02345748812627402,0.0020005153561323467,0.04379460230724222,0.0034539182789941687,0.01040100868665453,0.0025381587999233437,0.0010006870177745569,0.0009661788387132315,0.0029869475505305085,0.002729922076821234,0.010868947059276565,0.00728165547089402
Intermediate_neuronal_progenitors,2.7926301477666325e-06,0.019240240367020094,0.0001121458487918204,0.00034811665819285903,0.0023617140026471546,0.000546641324651686,0.005792424208000765,0.01527072865177951,0.0015800482596216457,6.938300386231617e-05,0.0024076845478898067,0.8901688529436016,0.0006324753259205187,0.0013843916008627964,0.0009195817443277762,0.00028219572938289046,0.007112301468096903,0.0009098029742843266,0.007417378045563577,0.004598838006890751,0.018033818213279804,0.007767918994483348,0.002485328440711136,0.0003931060842646435,0.0005549578019236053,0.001959889546339434,0.002691255491388618,0.004955988086072866
Intestine,7.6886840786704e-05,0.00047027109826169546,0.00014296169593827022,0.001029182218988407,0.02899766136337001,0.0004890519745602072,0.1456241747512474,0.006000258922065958,0.11151961167005019,0.0003630198748286625,0.053480039945423524,0.000643515140424711,0.22670425331962776,0.17115338038967695,0.003670482407506153,0.0008916341992788978,0.015367215402565188,0.004376874277761117,0.1119733892784499,0.0026327271314417235,0.004502522265140711,0.002341239232736029,0.00042947765635109554,0.0006040589030998603,0.013073394924078554,0.005598744342257022,0.07142180904498771,0.016422161729095608
Lung_and_airways,1.4633806281097296e-06,0.00019766445823234195,6.39361903445514e-05,0.00035844606830681154,0.002732660649374513,0.00040803145802052363,0.03241973030967494,0.0012124957408062539,0.005012886650015128,6.197109969199926e-05,0.0011550258031989761,0.00038044911733009084,0.010087815216618438,0.9112426135826057,0.0008927261315390607,0.00022397113436505345,0.004106340971895865,0.0006976517105170649,0.015453506419283072,0.0005820047868381566,0.00183828759026071,0.00019622742748500168,7.06377314099451e-07,0.0001337379812913049,0.0006670741199806894,0.001976847901685071,0.0028152237934431037,0.005080503929253312
Mast_cells,0.0009312366693228387,0.00025154472926879556,0.00026962894747481454,0.003817147147429351,0.030228149444958278,0.0006751208632934458,0.07123997132938792,0.015436667170389173,0.052660156562471916,0.0001423672234058862,0.006166759939418942,0.000141644313354018,0.05158037743348769,0.01203155343219196,0.2157863697900718,0.013365886306401847,0.007066606148223104,0.0013421269964986474,0.10242289406083827,0.0011240959977205098,0.0017143447354574807,0.00014410390719408542,0.00023190381991581812,0.006442106858312511,0.010155567068516183,0.2299185567003532,0.038050290573653146,0.12666282183098837
Megakaryocytes,9.23599533940883e-05,0.0006487167147022026,0.0007587133060592335,0.0034748435477861043,0.018559031681499798,0.0003883505517869188,0.009698680859654878,0.0035389695325340853,0.003633063150222832,0.00012926898832637436,0.002001541952687182,0.0007751846193437745,0.0026153624752528297,0.002960701784537539,0.01580965933478049,0.7279634669088018,0.006596598483768911,0.0014121500219026327,0.012238254164417347,0.001991685299956902,0.0027782079570405566,0.0005002045205492083,0.0006856708387450216,0.06564214254947337,0.0037634729941815014,0.019523161050740315,0.007517289569991584,0.08430324718786254
Mesoderm,0.0014429274895877153,0.0024636941818650276,0.0028347884720565093,0.0009458663622964712,0.0736707226040604,0.0030284369585854526,0.05689953441811099,0.022176755230080007,0.025088195966119775,0.00043160897657053596,0.09874527655847579,0.004230837844553809,0.006465171746518259,0.06186166902663032,0.0025971373265978076,0.0009473375607784671,0.4188395020394888,0.007800341266912398,0.09138815678263268,0.008483264675543953,0.015045077893289752,0.00776908515312137,0.0026814809172919277,0.0013542298498787483,0.004319713483271993,0.006090707931589852,0.05727172068391166,0.015126758600179546
Muscle_cells,4.04881216457599e-05,0.0013829934266029143,0.0453244784972244,0.0014472603836018323,0.049991074785215035,0.0005416186337839546,0.05287728419757886,0.013031999497924069,0.02059265252168167,0.0005103458136917982,0.02798069982082515,0.00248159053053759,0.010550263448245516,0.015144942081297354,0.003245873124180476,0.0023071256533785476,0.0515503619735406,0.4763092922118564,0.1342557117192813,0.008162426127201588,0.010377375532913246,0.0042740471129616864,0.00043182612995054865,0.000982974812276071,0.008808656841608377,0.00738019299082157,0.028173431424710807,0.021843012585462892
Neural_crest_PNS_glia,5.777195520210077e-06,0.0015045286046821728,0.000426154535575479,0.0009437975464345956,0.006765914775448626,0.000578068443291816,0.011106726045143714,0.009916218232468767,0.003006921453819538,0.00015819042538933774,0.005503412466422189,0.002632978434620124,0.001702484132986977,0.006535317437868545,0.002269668791168162,0.0009259029976469006,0.011570215499182064,0.0019497703058380422,0.8890364976629105,0.0038703999932876544,0.009513793738448715,0.0010574768780596804,0.00042298018071239995,0.000917889898025173,0.002371658860051823,0.005191617768251647,0.006133443821164422,0.013982193875580766
Neural_crest_PNS_neurons,0.0010922181215503133,0.004068312332445016,0.00016268357674255264,0.00045176104674819214,0.0036901434368760335,0.0010083107285995287,0.006748206609151435,0.007375669376316725,0.0025555040366990306,0.00020594943399737415,0.0033618072851597297,0.0031449718687099637,0.000775795099247354,0.002966518584784208,0.001103839281329535,0.0006095644348754194,0.009115090811626494,0.0011990976340911209,0.031245779993140845,0.8867968532869015,0.005463825203726662,0.007139702498251153,0.00017168187015447348,0.0012165925290735543,0.0011635886317784916,0.0026081868605288185,0.007412830079254924,0.007145515348239594
Neuroectoderm_and_glia,1.7402625332918328e-05,0.018629669163920833,0.0005318698492662352,0.0014375523414437148,0.008832948701228766,0.010170259063922738,0.057071736926191406,0.15782249722257347,0.007382185548437659,0.0002611944633996967,0.019898532902070207,0.06039228204176978,0.0035393125658990878,0.011928606412727766,0.0035414634554871596,0.0010540002758312533,0.02972560516890831,0.004516009921157781,0.10504678389874181,0.009952074388730725,0.40946712051446926,0.013623746758041448,0.02013663670543268,0.0011589665049800838,0.00431923169635842,0.008099666249396795,0.012648479681494545,0.018794164952785433
Notochord,1.328796059412857e-06,0.012014269664427119,0.23493553707701587,0.0002299146727978652,0.005713113482670328,0.0015756635535534224,0.076410149445274,0.05667645473484748,0.0020779605418745194,8.39369585187184e-05,0.12529600466445867,0.0012253719232904491,0.0005902329370911329,0.00562623132546074,0.0009068257055783119,0.006677697373291635,0.22639842286549883,0.012147486054004234,0.016293731626907938,0.006458821653123464,0.1924859110208361,0.000346404871665019,7.533374199522611e-06,0.00011731293510285613,0.000629715894501137,0.0018103870089088857,0.0046412393619590965,0.008622340477083244
Olfactory_sensory_neurons,6.483731523836359e-06,0.004734186257602545,0.00015063427515347658,0.0005165440163600111,0.0033008100947038623,0.01848731112643988,0.01061379865123722,0.00859542993268975,0.002310929956118725,7.892502287223982e-05,0.0035325608601396107,0.009903234015459865,0.0010319730068141992,0.002680487353003417,0.0012606653090428289,0.0003869764461381307,0.009012437048613323,0.0011810961383939887,0.009733747283807161,0.08975141120085639,0.007860810167138747,0.7971796656024683,0.0005780764962912919,0.0006197003272083301,0.0013108009622745628,0.0029416176191492025,0.004106120500340593,0.008133566598158486
Olidendrocytes,1.2564160150464136e-08,0.1562469573240646,0.0001211722534018621,1.0914370961425348e-05,0.0010136911694171716,0.0011891125252472068,0.11413856388361591,0.0489472551690689,0.03296764135062216,0.0024090513614927755,0.0008598092670784825,0.12433843833779239,9.546040209247626e-05,0.00018944276618206366,0.00010078523881608645,7.170635087042587e-05,0.26052236083630265,0.0011083391526491252,0.010690551056922652,0.11290892753482305,0.01848779026353694,0.002513048193389492,0.05376925966790991,0.0007308832004110568,1.5828501713050376e-05,0.00019137517317778703,0.05298364811230326,0.0033779739719769605
Primitive_erythroid,4.804124926589468e-06,0.0012683994660405524,0.00025513853650545895,0.07949448705084547,0.00907790791468276,0.001568646118544669,0.011750796363597965,0.004369696782626894,0.004190553152713418,0.000349069727094795,0.0028730247890191222,0.001516965629761781,0.0012503689438362903,0.0024032216579957465,0.006647987565676976,0.06774714123752891,0.01004136022657573,0.0010752684182167825,0.011555023968428215,0.0019689820122748645,0.00416129379017876,0.001258720695784276,0.0002820313791764878,0.725342422866987,0.0010530676661818694,0.010115674183162626,0.003849562183625654,0.03452838354801035
Primordial_germ_cells,0.0015156340579384675,0.0007639996727642903,0.00014588430488686154,0.010260536525642114,0.01779996984559293,0.00036190209675191794,0.1651800902438388,0.004577837919157921,0.030150940212201494,0.0008156724234428949,0.013731298606487908,0.0010558613565979879,0.033680781678348426,0.0946639283658406,0.007916043446485374,0.0025118811007730476,0.012065370954658752,0.0066576858809228815,0.044464484992176666,0.007070227833297591,0.009283476592587062,0.001306043382071027,5.188111912078856e-07,0.0008890096022202944,0.3214348607941146,0.033644933205887816,0.10116114828093964,0.0768899778131814
T_cells,0.0017758363699959339,0.0020175903528245626,0.00036965975268609443,0.007963770616451281,0.07247321703214779,0.0037985761215025373,0.0989716750337956,0.016542415268172565,0.03578202626403603,0.0006523586029373631,0.01815910922335333,0.0024202509081702518,0.027590182210640867,0.03430329097782515,0.03483379836777447,0.010214371114119046,0.04623685926738906,0.006044110923100618,0.059194606668156825,0.004958310391057739,0.01219098024883848,0.0022258135813703673,0.010838747433159603,0.012333050706776993,0.029571796272634922,0.13111559414367252,0.13992749969882812,0.1774945024485819
Testis_and_adrenal,3.6896286830986954e-05,0.0012248932691680562,0.0004058118141268497,0.0018596630053885656,0.02843999609763245,0.0015684606975284504,0.1147262128493183,0.008886493883541492,0.18551379282617145,0.0006465641788795809,0.015088635086334411,0.0020065724927966293,0.06363026976986179,0.015612332624631168,0.004580452630890853,0.0013723701648042468,0.03047375296264211,0.003744055649732413,0.07322017197368447,0.004589664807318453,0.010402077815275733,0.0016025698017139212,1.6975844428243214e-05,0.0010909175228648095,0.006338053284971922,0.010197735416028282,0.3860276296179677,0.026696977625466675
White_blood_cells,0.0015528744817065244,0.002147123558889845,0.0013498342978369255,0.009289293011950413,0.0830798473520875,0.0012163342203565088,0.043076497801747445,0.00841676208803673,0.024561843343600974,0.0005581680711255624,0.00959219076064009,0.003304298310087946,0.03166756595547613,0.018865045930100563,0.0600166062523772,0.05502880045948221,0.018560602186026565,0.004497416522649033,0.050122682827520804,0.004027184331379341,0.008893469764792685,0.0014759673813481615,0.0012811894252207435,0.025780659538475085,0.047268294785640125,0.09851038630482307,0.048591532724177516,0.3372675283124443
