,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Primitive_erythroid,Primordial_germ_cells,T_cells,White_blood_cells
Intermediate_neuronal_progenitors,0.0892308197339417,2.81554563795457e-08,2.722066004095828e-06,5.24274760041048e-06,4.876832191953482e-07,5.8114346234300554e-05,0.0012017015725309123,4.7287426725505303e-05,1.0711126964506962e-06,1.4523804435476234e-05,0.869956306738099,3.6733706234991914e-06,1.2337795740651667e-05,1.9108625620905603e-08,7.373175426050531e-08,0.00017272616814046469,1.896795203028473e-05,5.488609845737591e-05,0.00044408859285585494,0.03873321006622523,2.636521661700682e-06,3.466109743129047e-05,2.247013960891917e-06,1.3331498274186191e-06,7.292115179376418e-10,8.332165105084489e-07
Intestine,0.008960745308190434,3.3147095774893315e-08,0.0012671018500277286,0.0035895726221177476,0.0007814140417733688,0.12448029980190486,0.11706127240485219,0.10515710724174553,0.0055107725850712785,0.05837018049849703,0.012593615815346258,0.08187191943277679,0.09122395526455145,1.949847276217274e-06,1.331657587586652e-05,0.13917166011446028,0.06911282249688278,0.0315985940778268,0.01901169868618708,0.10046956700295115,0.0028336083085026727,0.0005031746701824169,0.00041729252602992344,0.02558868381490063,3.78998465069424e-07,0.00040926286650870797
Lung_and_airways,0.0013024720782944762,7.450505537277367e-07,8.693875830625955e-05,0.0004058487524369372,4.385547784256177e-05,0.0085973385417575,0.006284897659111911,0.1013061251635967,0.00012454851777509349,0.0007050413380603251,0.0010229190775360119,0.0023446462499926066,0.8399308890219537,5.833135767108016e-07,1.5471746282741054e-06,0.023979594846251347,0.0005709981176378226,0.0031359093152907628,0.0007692582994518652,0.006873778974556631,0.0019469254115700848,4.766763578550547e-05,0.00024071782451258095,0.0002478504893923005,1.3012503313285354e-06,2.7601659797014484e-05
Megakaryocytes,0.02743217548368342,0.0001093534599349634,0.057328392260251895,0.0248296632776984,0.00020721471860630976,0.02375742220641127,0.021150596113947196,0.049328628786284294,0.01431891333041617,0.006696911549627539,0.00860611691271103,0.0020015415792833243,0.021841516442577872,0.00021163598367563777,0.5217838666469738,0.04875930007918484,0.005062743457940496,0.024921266310148096,0.022466808327252133,0.03960422341688372,0.007281853415163556,0.0011670929063591013,0.03766557475412577,0.015094133259335757,0.006091152294729886,0.012281903026793469
Mesoderm,0.013776255810663876,1.0944543507967852e-05,0.0003946862694378745,0.0015499985238923994,0.0002688171414968249,0.03618195162787523,0.03560942289744371,0.03849629956469989,0.0006772855890260325,0.025114815588741457,0.017147249818792606,0.025800650894227728,0.02918700893195221,1.12533253937979e-06,1.6403680338543482e-05,0.6953255427947869,0.011717030672611213,0.008885826610142259,0.0075630439185229185,0.04380887310364573,0.005514432133278233,0.0011390391375465869,0.0005017024003422394,0.00119643177883497,2.3103174762090283e-06,0.00011285091817706596
Muscle_cells,0.01146085746022602,0.0004410303370254817,0.00029293910469420993,0.0007139737714295498,7.27875739909319e-05,0.029124060631374363,0.042443774619683496,0.02458327262384506,0.0028479702291040504,0.01748440413807131,0.015000669278276701,0.029482955098551655,0.006134144958816776,1.0487264029805699e-06,0.0017353668800401392,0.12719798081817293,0.6101644036152861,0.01214305124579631,0.015591220922549904,0.038044754397037576,0.012044409284031856,0.0014265878119008298,0.0003563677308259429,0.0011187411140735739,6.911849933441759e-07,9.253644379892206e-05
Neural_crest_PNS_glia,0.022885237810221642,5.904589882355591e-06,0.002016248797001449,0.0010476257453859398,7.272053763735637e-05,0.01615571909239939,0.041320836334125775,0.016422462905310898,0.00030781050925343775,0.005415204223969765,0.03756474549000976,0.011050395212916155,0.011210097470118151,1.7590931933457074e-06,2.747820759121981e-05,0.03744335318533842,0.003003194571780786,0.6957091998926669,0.028300885809379957,0.06517033010817491,0.000567130255463011,0.0008727905447069395,0.0014065912113174711,0.0018346907281788585,1.9385817379823783e-06,0.0001856490922381738
Neural_crest_PNS_neurons,0.024810001119356113,1.3578861552491683e-06,0.00010330613384502883,0.00013675443113559974,8.716635373235322e-06,0.0025365755289885237,0.006510869098861565,0.004589583699814376,0.00023338262563497568,0.0005863492228846564,0.015047257684416547,0.001772803244798682,0.0009940082619005833,3.528788833073813e-07,4.633168802990321e-06,0.006524905061307375,0.0004039202445604358,0.008948042940186652,0.9099975178894086,0.010418455991198077,4.075111042465186e-05,0.0058443247954578096,0.00018645457647539014,0.0002700107855961089,1.025397148284983e-07,2.9562444818559325e-05
Neuroectoderm_and_glia,0.06933698271906849,0.00012300635368765842,0.00031936294801779145,0.00047537409419887996,0.0031806541190453354,0.008249935948399355,0.11165480659937291,0.006073627342535098,0.00015812099933126955,0.005988633444771312,0.08015805730006208,0.002394282565697749,0.0023639717402497754,9.044705672399648e-07,1.2457312934477277e-05,0.017280033391027294,0.0013974626048128766,0.004674056689009585,0.003824728658999504,0.6781932920700549,0.0022511776299459427,0.0005876916874719532,0.00045401453043365493,0.0007339105003479927,6.628763094081163e-07,0.00011279140364751724
Notochord,0.04032886621477194,5.036917448722702e-06,0.000892470406770893,0.002436407043726858,0.00046266385091587464,0.07655031652869071,0.04154271487203819,0.021229847564588466,0.0004173689459173212,0.026514188905894433,0.006172555370847335,0.013014750335933852,0.1606063036579098,3.9236749544637165e-06,1.1607875147386917e-05,0.062061551628714295,0.08127420095244388,0.004697310063955069,0.0026093881142328283,0.13192223734256533,0.32556470029686313,0.00012151554920848383,0.0006820831122547852,0.0006483022361876814,1.4963485137009942e-06,0.0002281921895045598
Olfactory_sensory_neurons,0.05228405537622488,2.5293371593613553e-10,5.22470261202598e-09,8.074576662304412e-08,4.1825669569195997e-07,2.0854877919960332e-05,0.02583860467223909,1.7972072727416114e-05,8.294436691783746e-09,3.3357419425343e-06,0.14881413376028907,8.892213350058006e-07,9.589557916011886e-06,3.3155110209056685e-10,5.176028771905245e-10,1.3423720890877163e-05,3.195635939707822e-07,7.4576310541882986e-06,0.015650137418655452,0.0008437381022217321,6.981648164440025e-07,0.7564942430588747,1.8462649084148394e-08,1.9568874358311644e-09,5.763714085184347e-09,7.252358768271546e-09
Primitive_erythroid,0.0008887542306106538,1.3503614067903419e-06,0.03067578444800478,0.00012163017064071617,3.805180395550263e-06,0.00057636682310649,0.0007930727140749849,0.0007691649660030049,8.056616627711897e-05,0.00018168369605851066,0.0013422676782327372,8.868888361299677e-07,0.00019141146184337382,1.5391477159594016e-06,0.0009943651588128273,0.0017760160168523139,7.742899175206504e-05,0.00017580329644246482,0.00012371797749477866,0.002011932123212956,2.4001125889455455e-05,1.680350150900877e-05,0.9588864080573162,0.00017183980599454676,2.9438781682547092e-05,8.396122983403042e-05
Primordial_germ_cells,0.020660057775907213,9.036321038235177e-06,0.003239820263215123,0.004425871675610501,0.0008753899066662815,0.08352690980411388,0.05119528276656991,0.20990662390526585,0.0007720607141904856,0.00924754799699748,0.00799316079031927,0.2297029656702122,0.24232243132814046,5.844002985059213e-05,4.984281285675312e-05,0.027288403509954956,0.002529023694544759,0.030455017627456896,0.0038484302557996166,0.044396773221346636,0.002392308333817853,0.0008338207307766166,0.012504119493791724,0.006231589276594852,0.004361283989049528,0.001173788105912333
White_blood_cells,0.036254850861288934,0.0003825045589899473,0.027173162688172454,0.02538675180193407,0.0014925752251265625,0.07262207138402663,0.05837076038605056,0.1568759897017365,0.006230241424287107,0.02259325334320079,0.019226639436226087,0.11269968493065474,0.0853108577271464,0.0005668286131357875,0.005818366791722364,0.09499819244745011,0.008326264460321956,0.033425179832184765,0.008960773626674077,0.0919191951784095,0.0011814630638431354,0.0010319976584812539,0.02346865003527384,0.06593888539683233,0.021510529335842316,0.018234330090987762
