,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Lung_and_airways,0.011645720119529242,0.0049534517568643735,0.002065890827533852,0.001729449013527503,0.011348948575085652,0.026727337158254205,0.028740193585710144,0.021979810148427145,0.003254201694568559,0.010859741560598497,0.04571375902258721,0.019379391586023115,0.011579785271191308,0.0045141571161638906,0.03195529998602553,0.6254228735089608,0.01100592382347431,0.00041413277702476105,0.01505963316800986,0.005262538180463473,0.011575627846964568,0.0006947920033869869,0.005359947077130864,4.873803688457596e-06,0.001740222204481994,0.00025588653913111604,0.008691963338693326,0.03891341253118919,0.019235191177707004,0.019915844597603132
Mast_cells,0.0094603712983327,0.010422151041372745,0.0017859541128934235,0.0017223515247858088,0.015612540953638631,0.026824207772776908,0.007114655806611564,0.015860574539563525,0.0030439404576006936,0.013110705509932112,0.016582543344769465,0.012507013755907728,0.007278438216085558,0.0037251927658215668,0.03249690363272343,0.0033271084250962066,0.4174356114530502,0.00368871471843002,0.011555825014576644,0.0038137145224990286,0.011460945583508905,0.000672976458321026,0.00389743065406057,3.88193035210203e-06,0.0015771250215552025,0.0002427535392064152,0.003600347561320241,0.12280214700000862,0.018605528979323483,0.2197683444058755
Megakaryocytes,0.008007468840271178,0.006508657101782724,0.0017821071171663298,0.001014992034401985,0.015198247952508473,0.02503909868441693,0.003145668595107254,0.05519237972175466,0.002155605735396455,0.006671262748517373,0.006900592529226531,0.008846992733060026,0.004160020112468281,0.003564188390133624,0.02101982375158929,0.0019225301756415152,0.054168975516981965,0.4707374431778969,0.008488004235604552,0.0072282019781018175,0.007053071906551737,0.0015187154970356734,0.003147368724308665,2.161419186789262e-06,0.0009403986910671248,0.00019192002611903477,0.0015230080787970823,0.05582104475273415,0.10882202266078334,0.10922802711138853
Mesoderm,0.02907899478059052,0.010463018270507666,0.0032307245764179302,0.005081866082316506,0.010674456440688781,0.06038835072918166,0.014147408712487966,0.04698476702663763,0.005553175388899869,0.050233291040612284,0.03104720912541253,0.10407357961503391,0.044000921170672024,0.007571720735404534,0.020199163465060895,0.007989015659416962,0.01529548826738044,0.0007568352374386155,0.255993910027726,0.01596305751404966,0.06033150652288657,0.001471142326779213,0.00883505053088963,1.2117270109446768e-05,0.0037928396992766723,0.00043016091291922385,0.03602893753898828,0.038129856041274536,0.08811426415519642,0.02412717113574364
Muscle_cells,0.08846040198204472,0.009926627533888063,0.003590281871935085,0.05256371648759785,0.01860730749501926,0.06985914808384815,0.010856943362277337,0.03322895664429854,0.004982363504822466,0.01867628497118482,0.03044734939336684,0.06934408198914074,0.01693169238359405,0.009177665359113102,0.03921580371445936,0.006281939426170294,0.012755583225199124,0.0007956412270441192,0.042583540698861395,0.23008412456036234,0.032691754874317004,0.001305410075285701,0.010280973426920668,9.64201913446057e-06,0.0031056532620521876,0.0003598167438496249,0.04741863975076203,0.06978951495658056,0.031717855942772086,0.03495128503409803
Neural_crest_PNS_glia,0.022217762197655793,0.0074881369667574365,0.004614410941250142,0.005121075620801547,0.015667393587613335,0.05737282193695437,0.016263453136529864,0.053191604095283555,0.010479916988569319,0.03130192266075954,0.029112515305534787,0.02564561822837972,0.0408630786570369,0.010907742409925697,0.0332967673964726,0.00729891548277253,0.02537592953416826,0.0010640741047285734,0.0519023815703251,0.012379258309508341,0.3258172914096996,0.0017221092193785274,0.027413548057583843,2.0971895013201162e-05,0.00482215596752971,0.0011555074065931292,0.04162754928482136,0.060136961551895435,0.0357025712999431,0.04001655477651463
Neural_crest_PNS_neurons,0.012365718706492517,0.009267742064823477,0.024852392004310837,0.0024518569197301537,0.013150910271121674,0.020615915393909123,0.00693342154964723,0.02942321156539384,0.011385691660018397,0.09012893085970311,0.0258103988592354,0.04595573743256519,0.03246761946244526,0.026246760750143455,0.012101193285827478,0.0032746573864148925,0.010419498479441637,0.0005120245179759448,0.031921994804129224,0.007217455850471479,0.03220966545404438,0.3703866403106837,0.014133645603715998,9.801443676558407e-06,0.02158423012736822,0.0010963551763701165,0.054029622644646766,0.03663461009367625,0.03177767705406496,0.02163462026795274
Neuroectoderm_and_glia,0.01415217095628552,0.0051708529536331534,0.009437218529399657,0.0038627196921023526,0.012213871826253228,0.02138169880196536,0.016069358867785544,0.02097117556726664,0.01389295130699227,0.09353714477264634,0.013448567048674519,0.016488075877878955,0.017086556757793202,0.06717621774462487,0.013077080196752407,0.004266331116833836,0.009837909792418244,0.0004068751862408882,0.021160938115495916,0.007560806711114668,0.10353333468735135,0.0013677911036176166,0.40534797239868603,7.731151854512925e-06,0.005834149688910143,0.0024561200304757964,0.016039474591260774,0.03375206633658671,0.03192699087739541,0.018535847311704066
Olfactory_sensory_neurons,0.01509865338543,0.01423625609861589,0.006062851987197965,0.0011893618379839957,0.005389360453423005,0.01953145564515774,0.142519747753727,0.020011712638399588,0.005657425834393429,0.09072125308351094,0.009263347260722747,0.006954190124135777,0.011504300382907973,0.010874817567773254,0.00882216577025291,0.002150517040085073,0.007882330871014484,0.00022849191164007058,0.021638859898953946,0.002729809482751842,0.013198898683533427,0.003201965599096232,0.00690405469970185,3.188302239655014e-06,0.4545099314718887,0.0005043210307229237,0.05417789728036718,0.027037684918406947,0.02489428318306669,0.013100865802898792
Olidendrocytes,0.006849881902881496,0.002812249234083128,0.009271190109201612,0.0013265010804808014,0.0072636326493455685,0.011934788392307256,0.007515158186051236,0.007757368634760006,0.010839561472835208,0.03289966518458549,0.005430387103109532,0.0066756933894974,0.00542562385400334,0.019168942355107955,0.0048238190642513725,0.0018776731236237586,0.009616094234236107,0.00024277548500124802,0.011971269227332899,0.00317506176014665,0.04261098994201163,0.0018790146937356894,0.15013354381033697,4.798241003866395e-06,0.0023734116853194724,0.5864953150378798,0.0005480543827487748,0.01913833537131171,0.01716349014984269,0.012775710242967385
Primitive_erythroid,0.017250677025251175,0.014144593067160021,0.007448046105580021,0.006344520040011964,0.12051838066514428,0.043837412813762126,0.016895716437349096,0.04986698188673248,0.010178472692613091,0.06800091785861065,0.03504261269516522,0.027310770227688463,0.019674932223823906,0.014200072888488666,0.030806895835100965,0.009819091116111745,0.09423343066675494,0.005977076003366553,0.03331712142710082,0.007824916990045488,0.03214840091368653,0.002345457619332339,0.015377649348941178,4.49277092883525e-06,0.004326740144505771,0.000929344225389859,8.653198098249886e-05,0.12097400605517777,0.07095420902344371,0.12016052925174986
Primordial_germ_cells,0.08145715522295464,0.0071901064441302264,0.0008000601155332228,0.00022208805643525272,0.007616921308332266,0.02363824693741486,0.0019222560743661795,0.04218780725601792,0.0016073476430309088,0.0026386252785783213,0.01573779706216162,0.02269998234411281,0.01945195409390685,0.00263713795652143,0.08925761458767809,0.0028519186236712203,0.007543365456075989,0.0004538945506288671,0.007679181615462053,0.006300938845527094,0.008502653258176555,0.0002151374509846258,0.0033188439187916757,2.6853547859597975e-06,0.004797191053433919,5.071974414624987e-05,0.5277444383998522,0.05771276359582907,0.03087513138318097,0.022886036368279
T_cells,0.03082155497083091,0.024224313453907322,0.004260656507922277,0.0027549991462001927,0.041482713891875654,0.04055044134984191,0.010193377934328653,0.02611661008860069,0.006069446102315296,0.016990255899640157,0.024332583430632652,0.02890761998701204,0.012289554123143592,0.008728041485778078,0.06212660420316682,0.006501261738796637,0.13542387156626037,0.0034716453622469956,0.02292393565699472,0.01036412475588205,0.020577872577964555,0.001531769668168983,0.00865116546233981,6.530379907102302e-06,0.003123628037206961,0.0004925921190852586,0.011612918457014185,0.2216427816963591,0.01727657799233829,0.19655055195423873
Testis_and_adrenal,0.00989606217012342,0.002407171262696972,0.0008191028490361962,0.0011714749100127906,0.004300577503280748,0.028266617615863517,0.01229354907516955,0.06730491569785746,0.0015118255757869666,0.012197922737248405,0.02081604457822669,0.023960722260759307,0.013727233544872696,0.001777632718115248,0.05518644967622566,0.002518011685975059,0.01451920603638361,0.0010148460130218033,0.00897701164648291,0.0033972097530760147,0.007195012073294326,0.0003062972637838381,0.002250708839613768,2.0396493867150954e-06,0.0012376009073214818,8.588498041918836e-05,0.009684986293569663,0.1053908824444926,0.5668428457525491,0.020940154485354294
White_blood_cells,0.015597553454347844,0.018445139957061953,0.002631066596414817,0.0019469133692507246,0.023332712939146637,0.029905396622026313,0.007207149458166232,0.013917013684338586,0.003699122363061503,0.011681108617830447,0.013022235356581863,0.017560646223573124,0.007524798414132355,0.005375355930703091,0.025678080994632146,0.003561923193319004,0.1391219669815074,0.004593045038279639,0.014864869012178768,0.006146523549521964,0.013068335819885387,0.000966019085004738,0.005135413263755645,4.3063360633793156e-06,0.0019010898579729552,0.00031963776604178437,0.0027434585946263194,0.144919218519882,0.013848719806075,0.4512811791946184
