,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Primitive_erythroid,Primordial_germ_cells,White_blood_cells
Intermediate_neuronal_progenitors,0.5750447624185999,2.530810392677562e-05,0.002250844656757564,0.003251372900146439,8.192292785898457e-06,0.006655225660482638,0.0001161004861366289,0.0003333191045118782,0.00017810377524396837,0.0004846929609149808,0.20466059846772938,4.08039348965895e-05,4.1699878144836004e-05,0.00015289483716444613,0.04481457261508322,0.002355623105064769,0.004222240847259915,0.0025144343290712874,0.149562659805762,6.996704315061015e-05,0.0004894841208900033,0.00012836345082312885,0.00015310605821811863,0.002445629147235031
Lung_and_airways,0.005155396538169828,2.7350083270934696e-06,3.164894442625241e-05,0.01948873833318805,9.942858701002349e-06,0.19937005525995724,0.000825682188137212,0.2558441636842448,2.7868647627124706e-06,0.0023498916293253555,3.4688488435068956e-07,7.811803441880445e-07,0.42277076780217815,5.988611478451562e-06,0.06720418947193708,0.0006297944781437644,0.004180734334564066,0.00015582670660830856,0.021725527580103113,3.38504515372633e-07,3.938703218059429e-07,1.4190768367991831e-06,4.86100468074892e-05,0.00019424014203749544
Megakaryocytes,0.00153939755722462,0.0017840279290450185,0.061882179809267523,0.02314475992358807,9.877141062869262e-06,0.003393883411501114,4.3630514083627055e-05,0.00026121710961560555,0.0001776838963145602,0.0002876285142700365,3.0456380315904974e-05,1.2838863114875966e-05,2.3664883589836808e-05,0.7933132245098303,0.0262317886276702,0.00246542656365624,0.0022924967341493153,0.003455754426615925,0.011763235887305686,4.2503417374795345e-05,4.216373567286991e-06,0.000334163557743752,0.0001621908367565621,0.06734375313233626
Mesoderm,0.004682581890222573,0.00031095298013398317,0.001479214761654324,0.011635796212864155,0.00010167223848934933,0.024200674241894853,0.0001893874876455474,0.00286567980622869,0.000283977221653816,0.003059418651238737,7.299002783532227e-05,6.405149931911675e-05,0.0005279217169028238,0.0002458862155132505,0.8973493015407269,0.016057536069327027,0.005554125666179786,0.0017952241540003181,0.026933852689434438,0.00010124748991003035,1.9769262585904528e-05,7.77398239163043e-05,0.00018455732861239965,0.002206441023710378
Muscle_cells,0.0034712121983327825,0.016137974497539564,0.001495353948622315,0.008296462816141374,1.0975207726963264e-05,0.02472734388805871,0.00018623259681972926,0.0018973085148580586,0.000269711226049057,0.00144313934192963,6.68630320595225e-05,2.66020557932152e-05,7.49473350263675e-05,0.0003212658159918889,0.2758978355155264,0.6274476838048624,0.006170186522129447,0.0015977739497163516,0.02788671269489905,0.0001871910879402554,2.1349541332955704e-05,0.0002301535275630117,0.00012741756069400466,0.0020083033203870436
Neural_crest_PNS_glia,0.010187384462699336,0.00022893585610761483,0.0039059298860241133,0.026932664924134514,0.0014411101133361107,0.025546300157493405,0.00040822692765178046,0.0034925777744029725,0.0020120004266664868,0.0013589752712814894,0.0002930126756052513,4.9812957390927675e-05,0.0018280133652926324,0.000883130315957899,0.11111144222009828,0.010781505800144142,0.7028947877354672,0.014034296676611265,0.07219951536189591,7.811132525614233e-05,8.713057947656703e-05,0.001581190326093678,0.000845815891655273,0.00781812896925704
Neural_crest_PNS_neurons,0.03678184510305829,4.293976685665875e-05,0.0010954464544414631,0.0028231763787156033,6.6151642664148365e-06,0.00997402361483032,9.880076048725736e-05,0.0009267562402192746,0.00013115097562440395,0.0007190306323316588,0.0016697188925832716,1.6521574095884533e-05,0.0001287143157843369,9.850429433744376e-05,0.03573595501810568,0.003332047741013923,0.027674947010488334,0.8402227217081373,0.029560556590066882,2.2972055712530617e-05,0.007291225711557122,4.362032714615683e-05,0.0001226790548520399,0.0014800306152877305
Neuroectoderm_and_glia,0.05414363049421501,0.00013791879522586143,0.0019821870366479493,0.003959760301533872,0.0007468437683920039,0.018138437391446133,0.0023215407065200846,0.0013058663272754315,0.0002555331588141796,0.002003404891950405,0.0017087939349795084,3.9384108678216967e-05,0.00012222273659011376,0.00022698970974755189,0.07482568477528267,0.004510309746341769,0.009268953848563438,0.002677777158196635,0.8180596941131606,0.0001228955443509424,0.00015513216742090057,0.00011712835875223826,0.00023172225423465404,0.0029381886716798892
Notochord,0.006858129984701135,6.636983015606428e-05,0.0030901969871952686,0.020424833518479044,0.00013585496342762563,0.21230256554587587,0.0004261867142636203,0.0033534103999957932,0.00012798816895240612,0.009538710116047452,3.500338425036216e-05,1.7317501258202985e-05,0.00013280459095786875,0.00040468928631498904,0.19574706253736956,0.003212398150500442,0.011755822224812057,0.0011759782208398786,0.3469992279536174,0.17834597823587178,1.4571348399685002e-05,0.00012582947964006182,0.0004320448787763101,0.005277025978297136
Olfactory_sensory_neurons,0.5923053000195858,1.112426498030084e-06,2.3237862376689608e-05,6.0017038513517155e-05,5.991898407116009e-05,0.0001491795258333663,4.2998610108444774e-05,1.365184737924324e-05,6.95069044599983e-07,1.631391926025679e-05,0.0017461887251292714,2.41028628885517e-07,1.087954610510079e-06,3.727802761209702e-06,0.0009993872328558284,4.103873270824096e-05,0.00030871035279217375,0.024332495299445114,0.025670923179935967,2.456056609520951e-07,0.35418814265203824,1.0263935292146036e-06,3.775810723049115e-07,3.398215616104148e-05
Primitive_erythroid,0.0015568716844972681,0.00020504288745931378,0.07359477098422455,0.004208776149003135,2.1823870964634133e-06,0.0039554904031565445,7.597196928376703e-05,0.00032589412725241343,0.00036551416099962606,0.00027440700669151215,4.3688083476072984e-05,1.6506624811714768e-05,3.063792232182695e-05,0.0012876330815134419,0.023243613433312542,0.0008014775775449965,0.0015886204709186454,0.0005658460987562511,0.014465621605473034,4.718840114886839e-05,3.934810574658028e-06,0.8639853556612022,0.000242849738025567,0.009112104731255627
White_blood_cells,0.0066902579930366215,0.012855480103787266,0.07727066234361404,0.17922788410503582,2.327182606726343e-05,0.02550443943181473,0.00031386515854648055,0.0025283402597108457,0.0008408743677996009,0.00222468766412024,0.00010329470857110937,9.088394063173025e-05,0.00013481148589166879,0.06025523914314048,0.0873362474668962,0.005810630828214459,0.011974367945156989,0.0017041135153470976,0.048255285904853056,0.00013998310546734885,2.8202820635708935e-05,0.004850194668257564,0.004103013677429217,0.46773396753597446
