,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000028864,0.21732619274049958,9.222991878303045e-288,1.121063799477701e-287,0.20592095115923803,0.228672399334141,Hgf
ENSMUSG00000045658,0.21730157472105577,1.0757080847102806e-287,1.3073749206493444e-287,0.20589620841911158,0.22864791205987287,Pid1
ENSMUSG00000017978,0.2173008789318309,1.0803959392292139e-287,1.3129127952718603e-287,0.2058955091050666,0.22864721996574414,Cadps2
ENSMUSG00000030159,0.21717929068507172,2.309365651348311e-287,2.806033598236101e-287,0.20577330507953698,0.22852627725602423,Clec1b
ENSMUSG00000085816,0.21715868477736866,2.626532447375653e-287,3.191024720417511e-287,0.20575259484929764,0.22850578071462063,Gm13052
ENSMUSG00000085222,0.21707360054720226,4.4678235001318676e-287,5.427385204241821e-287,0.2056670799672309,0.22842114796431923,Gm13974
ENSMUSG00000079466,0.21702045612903334,6.225150383147494e-287,7.561217518702168e-287,0.20561366664817726,0.22836828545774335,Prdm12
ENSMUSG00000020034,0.21692375432766392,1.1380689158418776e-286,1.3821580226401232e-286,0.20551647572799053,0.22827209645221874,Tcp11l2
ENSMUSG00000058420,0.2169222939848955,1.1484826195356324e-286,1.3946358464306404e-286,0.20551500800051634,0.22827064385174142,Syt17
ENSMUSG00000024319,0.21690950429638728,1.2438517754564183e-286,1.5102619905978852e-286,0.2055021536389147,0.22825792196809458,Vps52
ENSMUSG00000026390,0.21689084760658214,1.3973364764592214e-286,1.6964143213053556e-286,0.20548340261564974,0.22823936418025892,Marco
ENSMUSG00000005220,0.21680809711097024,2.340856104442592e-286,2.8415344797797914e-286,0.205400233811266,0.2281570522582931,Corin
ENSMUSG00000019906,0.21676296557259925,3.1012890079650473e-286,3.7641570675628684e-286,0.20535487419966994,0.22811215984653727,Lin7a
ENSMUSG00000022237,0.21674920664691266,3.3789429082624274e-286,4.100658869250519e-286,0.20534104575269715,0.22809847381205417,Ankrd33b
ENSMUSG00000110235,0.2167387156981319,3.607222030705496e-286,4.377165429808877e-286,0.20533050179816895,0.22808803843857314,Gm5086
ENSMUSG00000060268,0.2167159750410709,4.15634298736981e-286,5.042881566816076e-286,0.20530764625253428,0.2280654182401041,Gm1661
ENSMUSG00000021852,0.2166816427644228,5.147592419284216e-286,6.244804584840732e-286,0.20527314054861034,0.22803126780032468,Slc35f4
ENSMUSG00000026307,0.2166578584256911,5.9696331538694625e-286,7.241185290962473e-286,0.20524923608145929,0.22800760941617418,Scly
ENSMUSG00000056394,0.21656877109160136,1.0396416104503223e-285,1.2609358525777106e-285,0.20515969891172767,0.2279189937422361,Lig1
ENSMUSG00000057455,0.21654227044772456,1.2261196233347376e-285,1.4869265381211953e-285,0.2051330644929303,0.22789263336594365,Rit2
ENSMUSG00000025726,0.21652730118954405,1.3458619355786732e-285,1.6319412338773776e-285,0.20511801967758925,0.22787774333251032,Slc28a1
ENSMUSG00000015396,0.21646333269068604,2.00399387056155e-285,2.4296724909815107e-285,0.20505372835921068,0.22781411332689597,Cd83
ENSMUSG00000071342,0.21641449180558162,2.715601769026896e-285,3.2920375427650576e-285,0.20500464106296437,0.22776553082107037,Lsmem1
ENSMUSG00000041423,0.2162562330731449,7.265331385733369e-285,8.806462285737416e-285,0.2048455842807754,0.22760810892471026,Paqr6
ENSMUSG00000109741,0.21614878065700427,1.416567849706035e-284,1.7168438367543756e-284,0.2047375903588891,0.2275012243542205,Gm45455
ENSMUSG00000000278,0.21611864139788853,1.708224767329043e-284,2.070073639516533e-284,0.20470729926306547,0.22747124432064236,Scpep1
ENSMUSG00000030043,0.21610409899150115,1.8697000803498325e-284,2.2654793170360263e-284,0.20469268360220647,0.2274567787340095,Tacr1
ENSMUSG00000027831,0.21580166213169302,1.2215042496121038e-283,1.4798936874389433e-283,0.20438872443037712,0.22715593835073636,Veph1
