,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000090553,0.3752144528596343,0.0,0.0,0.366832001580071,0.3835359809996527,Snrpe
ENSMUSG00000061983,0.3742506768069997,0.0,0.0,0.36586125752417464,0.3825792783568674,Rps12
ENSMUSG00000071715,0.3733696208847787,0.0,0.0,0.36497384762854235,0.38170467311254747,Ncf4
ENSMUSG00000027133,0.3728699610959958,0.0,0.0,0.364470591186762,0.381208664965372,Nop10
ENSMUSG00000027371,0.37229038958510535,0.0,0.0,0.3638868539480282,0.3806333230975914,Fahd2a
ENSMUSG00000032381,0.3721352282273826,0.0,0.0,0.3637305784727838,0.38047929299268585,Fam96a
ENSMUSG00000021102,0.3718684499237466,0.0,0.0,0.36346188570555293,0.3802144586381383,Glrx5
ENSMUSG00000032126,0.3711037324549885,0.0,0.0,0.36269168819555425,0.3794553058967181,Hmbs
ENSMUSG00000000581,0.3701434044230907,0.0,0.0,0.3617244946345302,0.3785019500907308,C1d
ENSMUSG00000045031,0.37014147271795445,0.0,0.0,0.3617225491376074,0.37850003239239266,Cetn4
ENSMUSG00000004096,0.3697191317133337,0.0,0.0,0.3612971945073209,0.3780807520603645,Cwc15
ENSMUSG00000038797,0.3691523804836792,0.0,0.0,0.3607264047165166,0.37751810264292257,Zscan2
ENSMUSG00000006235,0.3687978411898956,0.0,0.0,0.3603693422524859,0.37716612615535494,Epor
ENSMUSG00000000253,0.3684860210624885,0.0,0.0,0.3600553050182136,0.37685655803840484,Gmpr
ENSMUSG00000029614,0.3666231373589501,0.0,0.0,0.3581792156198758,0.3750070893966557,Rpl6
ENSMUSG00000002477,0.36656806929614344,0.0,0.0,0.35812375822569864,0.374952416876232,Snrpd1
ENSMUSG00000061626,0.36587138481317366,0.0,0.0,0.35742215332650956,0.3742607314958455,Olfr68
ENSMUSG00000057322,0.36423647482026605,0.0,0.0,0.3557757340370244,0.3726375162428112,Rpl38
ENSMUSG00000096982,0.3632269875984911,0.0,0.0,0.3547591665389119,0.37163522435221313,Redrum
ENSMUSG00000059070,0.36267088687983484,0.0,0.0,0.3541991740292159,0.3710830789847106,Rpl18
ENSMUSG00000018654,0.36122919436408896,0.0,0.0,0.35274742032729756,0.36965161302655825,Ikzf1
ENSMUSG00000096807,0.3609273416382716,0.0,0.0,0.3524434662217124,0.36935189641284644,Hist1h2bm
ENSMUSG00000052926,0.36068461253872997,0.0,0.0,0.35219904863619084,0.3691108837556773,Rnaseh2a
ENSMUSG00000025911,0.3591928676176694,0.0,0.0,0.35069695216829055,0.3676296627220226,Adhfe1
ENSMUSG00000073775,0.3591535613331911,0.0,0.0,0.3506573737199338,0.36759063315472906,Kti12
ENSMUSG00000071713,0.35915240152534916,0.0,0.0,0.3506562058818319,0.36758948151151066,Csf2rb
ENSMUSG00000059291,0.3580472021894812,0.0,0.0,0.3495433663932231,0.3664920506143388,Rpl11
ENSMUSG00000041736,0.35800883822509,0.0,0.0,0.34950473765277523,0.3664539558880128,Tspo
ENSMUSG00000028398,0.3571644418901949,0.0,0.0,0.34865452088004606,0.3656154783515643,Tmem261
ENSMUSG00000030595,0.3571507628194925,0.0,0.0,0.3486407476345654,0.365601895051443,Nfkbib
ENSMUSG00000035885,0.35602911328687326,0.0,0.0,0.3475113885128438,0.3644880862173185,Cox8a
ENSMUSG00000021967,0.355596186617503,0.0,0.0,0.3470754927584198,0.3640581793736352,Mrpl57
ENSMUSG00000026087,0.3553923250578734,0.0,0.0,0.3468702343563136,0.36385573857599784,Mrpl30
ENSMUSG00000028480,0.3550455375720963,0.0,0.0,0.3465210725868581,0.3635113661016874,Glipr2
ENSMUSG00000021537,0.3542726795174852,0.0,0.0,0.34574293165069203,0.3627438818695508,Cetn3
ENSMUSG00000046330,0.3540093863170358,0.0,0.0,0.34547784138522963,0.362482416770202,Rpl37a
ENSMUSG00000028964,0.35374560423353035,0.0,0.0,0.3452122602652904,0.36222046484474696,Park7
ENSMUSG00000028996,0.3529713920766259,0.0,0.0,0.34443277574828385,0.36145161655235053,Rbp7
ENSMUSG00000039956,0.34980066422208306,0.0,0.0,0.34124057816939685,0.35830273566875437,Mrap
ENSMUSG00000028417,0.34891384393490016,0.0,0.0,0.3403477883526176,0.3574219911382836,Tal2
ENSMUSG00000030652,0.3488277690274678,0.0,0.0,0.3402611348640344,0.35733650513899773,Coq7
ENSMUSG00000056508,0.3468154981861796,0.0,0.0,0.3382353793335893,0.35533796124619554,1700001K19Rik
ENSMUSG00000021660,0.3459469181161988,0.0,0.0,0.3373610032774343,0.3544752822241164,Btf3
ENSMUSG00000034796,0.3445146378269524,0.0,0.0,0.33591919781737417,0.35305270099740266,Cpne7
ENSMUSG00000034853,0.34404355087289257,0.0,0.0,0.3354449867715366,0.3525847955045948,Acot11
ENSMUSG00000036371,0.3439556981900931,0.0,0.0,0.3353565519610949,0.35249753565781194,Serbp1
ENSMUSG00000047215,0.3436344366865718,0.0,0.0,0.33503316301154695,0.3521784407845428,Rpl9
ENSMUSG00000045128,0.3435949046961001,0.0,0.0,0.33499336937381885,0.35213917526581867,Rpl18a
ENSMUSG00000028062,0.34288397259154335,0.0,0.0,0.33427773711709224,0.3514330301795634,Lamtor2
ENSMUSG00000030493,0.34287923369940226,0.0,0.0,0.3342729669282306,0.35142832316382994,Faap24
ENSMUSG00000020029,0.3421168205211173,0.0,0.0,0.3335055243420307,0.3506710327696036,Nudt4
ENSMUSG00000087045,0.34210419679609605,0.0,0.0,0.3334928174381833,0.35065849377139124,4930515B02Rik
ENSMUSG00000033938,0.34188600863691015,0.0,0.0,0.33327319211256073,0.3504417695437038,Ndufb7
ENSMUSG00000051518,0.34172615113140814,0.0,0.0,0.33311228224749545,0.35028298401914004,Rps19bp1
ENSMUSG00000029003,0.3407673854848326,0.0,0.0,0.33214721546965875,0.34933063739310877,Mad2l2
ENSMUSG00000044894,0.3405442308742883,0.0,0.0,0.3319225968474617,0.3491089742841688,Uqcrq
ENSMUSG00000102308,0.34021320806656463,0.0,0.0,0.3315894041567699,0.3487801621728334,2310046K23Rik
