,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000039531,-0.06292502397580654,4.513222207228228e-25,1.2311026206296314e-24,-0.07480838166137417,-0.05102379699926285,Zufsp
ENSMUSG00000059456,-0.06292751462579885,4.4939271612208115e-25,1.2261738502648871e-24,-0.07481086821855232,-0.05102629104040364,Ptk2b
ENSMUSG00000032816,-0.06293767997215664,4.416020243685684e-25,1.2052456996958744e-24,-0.07482101685895375,-0.05103647022894443,Igdcc4
ENSMUSG00000041642,-0.06294355889127269,4.371576704917809e-25,1.1934416338841957e-24,-0.07482688611539984,-0.05104235715453104,Kif21b
ENSMUSG00000004633,-0.06295463825651981,4.289020002812066e-25,1.1712233759727105e-24,-0.07483794726821641,-0.05105345161095833,Chn2
ENSMUSG00000037336,-0.06295953078241147,4.253057363838617e-25,1.1617201212342576e-24,-0.07484283175076818,-0.051058350801884214,Mfsd2b
ENSMUSG00000020042,-0.06295980322088136,4.251063603172051e-25,1.1614927877519267e-24,-0.07484310374133095,-0.05105862361151088,Btbd11
ENSMUSG00000020941,-0.06296157890303508,4.2380914657387005e-25,1.1582649537411042e-24,-0.07484487650410074,-0.05106040171281011,Map3k14
ENSMUSG00000038550,-0.06297113631806367,4.168941118593411e-25,1.139677725148554e-24,-0.0748544182045744,-0.05106997214992092,Ciart
ENSMUSG00000022214,-0.06297326297373251,4.15370693433846e-25,1.1358236079678587e-24,-0.0748565413632437,-0.051072101703478597,Dcaf11
ENSMUSG00000023072,-0.06298268623870405,4.08686488690437e-25,1.1178514460898168e-24,-0.0748659491316256,-0.05108153781037102,Cep89
ENSMUSG00000026525,-0.0629845788642611,4.0735690151966067e-25,1.1145195664012604e-24,-0.07486783864449874,-0.05108343301543341,Opn3
ENSMUSG00000000628,-0.06299247443124786,4.018562728714217e-25,1.0997708617170817e-24,-0.07487572122521542,-0.05109133934440487,Hk2
ENSMUSG00000027397,-0.06299688228060257,3.988175217939991e-25,1.091753413068708e-24,-0.0748801218240937,-0.05109575320248964,Slc20a1
ENSMUSG00000044167,-0.06300534235233658,3.930488326277708e-25,1.0762563872611468e-24,-0.0748885679785494,-0.05110422480819963,Foxo1
ENSMUSG00000020462,-0.063005502639165,3.929403393633855e-25,1.0762540108556163e-24,-0.07488872800168081,-0.051104385313570436,Cfap36
ENSMUSG00000025085,-0.06301154114288539,3.8887460518987794e-25,1.0654098772325422e-24,-0.07489475657066814,-0.05111043205091069,Ablim1
ENSMUSG00000035273,-0.06304540199176441,3.668363859516745e-25,1.0053066208596177e-24,-0.07492856169453961,-0.051144339085895246,Hpse
ENSMUSG00000028766,-0.06304581790766399,3.665735313517341e-25,1.0048616539247096e-24,-0.07492897692579403,-0.05114475556927355,Alpl
ENSMUSG00000048834,-0.0630624307470306,3.5622560472397874e-25,9.76763380104137e-25,-0.07494556241515653,-0.051161391078705785,Vstm2a
ENSMUSG00000030088,-0.06306446506586558,3.5497851381982457e-25,9.736108442672095e-25,-0.07494759338440546,-0.05116342817404877,Aldh1l1
ENSMUSG00000034220,-0.06307645665542011,3.477147735016692e-25,9.539499958893532e-25,-0.07495956522733244,-0.05117543613214779,Gpc1
ENSMUSG00000032040,-0.0631015999043053,3.3295931515345693e-25,9.137193061291354e-25,-0.07498466706154708,-0.05120061371279113,Dcps
ENSMUSG00000002900,-0.06311825498067034,3.2352856138110316e-25,8.880827927013536e-25,-0.07500129469623233,-0.05121729153909927,Lamb1
ENSMUSG00000037443,-0.06312392100047527,3.2038096765333283e-25,8.796841506132148e-25,-0.07500695137893267,-0.0512229652998973,Cep85
ENSMUSG00000038425,-0.06312856469290092,3.1782393859525164e-25,8.729028799649867e-25,-0.07501158741838948,-0.051227615337171316,Poli
ENSMUSG00000022160,-0.06313195991536925,3.15967181890825e-25,8.680417084912775e-25,-0.07501497704508642,-0.05123101519898402,Mettl3
ENSMUSG00000049093,-0.06315491452631974,3.0369283381398987e-25,8.345502440615275e-25,-0.07503789381662662,-0.05125400118311166,Il23r
ENSMUSG00000034917,-0.06315688217186499,3.026629436959927e-25,8.319487182407716e-25,-0.0750398582180326,-0.051255971518519995,Tjp3
ENSMUSG00000020307,-0.0631704142531072,2.9567322134442964e-25,8.1295909085628165e-25,-0.07505336798586994,-0.05126952210125693,Cdc34
ENSMUSG00000027326,-0.06319099303617859,2.8534910132834834e-25,7.847885075037084e-25,-0.07507391282768341,-0.05129012902869831,Knl1
ENSMUSG00000040374,-0.06319566476114491,2.8305556851696586e-25,7.786948239806489e-25,-0.07507857684601638,-0.0512948071443147,Pex2
ENSMUSG00000026638,-0.0632003262948062,2.8078524764622363e-25,7.726616611068345e-25,-0.075083230689338,-0.05129947505520549,Irf6
ENSMUSG00000032519,-0.06320887104305008,2.7667042587113347e-25,7.617577804821956e-25,-0.07509176133958614,-0.051308031494476075,Slc25a38
ENSMUSG00000045934,-0.06321248812149563,2.7494663334218444e-25,7.572201413995716e-25,-0.07509537244968338,-0.051311653522377924,Mtmr11
ENSMUSG00000038732,-0.06322807523240638,2.676392125156048e-25,7.372981061035945e-25,-0.07511093383756808,-0.051327261965609904,Mboat1
ENSMUSG00000020650,-0.06323139996318768,2.66105620779528e-25,7.332753397066079e-25,-0.07511425308087895,-0.05133059124732767,Bcap29
ENSMUSG00000005682,-0.06323180331504727,2.659201607931874e-25,7.329662645898219e-25,-0.0751146557669881,-0.05133099515131871,Pan2
ENSMUSG00000026239,-0.06323250520034247,2.6559774132661825e-25,7.322794081241198e-25,-0.07511535649378075,-0.0513316979974046,Pde6d
ENSMUSG00000047557,-0.0632339332201671,2.649429585417826e-25,7.306755613397205e-25,-0.07511678215653925,-0.05133312797204106,Lxn
ENSMUSG00000003812,-0.06323596900505721,2.6401226502160276e-25,7.28309696611318e-25,-0.07511881458111216,-0.05133516654379504,Dnase2a
ENSMUSG00000006920,-0.0632424313140496,2.6107932230678516e-25,7.204175560341753e-25,-0.07512526622260246,-0.05134163769994669,Ezh1
ENSMUSG00000057286,-0.06324665833429773,2.5917836369406216e-25,7.15369483008728e-25,-0.07512948626465979,-0.051345870507695096,St6galnac2
ENSMUSG00000022817,-0.06325897608070276,2.537167426748408e-25,7.004879698366669e-25,-0.07514178367384375,-0.051358205121601025,Itgb5
ENSMUSG00000054598,-0.06325997530166258,2.5327872759463874e-25,6.994717691097452e-25,-0.07514278124488083,-0.051359205711019075,9130230L23Rik
ENSMUSG00000040466,-0.06326017749819318,2.5319018461362743e-25,6.994203994851587e-25,-0.07514298310753979,-0.051359408184465834,Blvrb
ENSMUSG00000071176,-0.06326347593055749,2.5175010661618483e-25,6.956344476821907e-25,-0.07514627609331787,-0.05136271113430181,Arhgef10
