,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000038463,-0.07832054240216442,5.636758396740002e-38,2.046010307346643e-37,-0.09017577887904034,-0.0664431132035973,Olfml2b
ENSMUSG00000027678,-0.07834794326446791,5.315621981408342e-38,1.9301459627481276e-37,-0.09020312465961465,-0.06647056147926513,Ncoa3
ENSMUSG00000093930,-0.07835515801027039,5.234134193298588e-38,1.9012474367230615e-37,-0.09021032489922629,-0.0664777887121671,Hmgcs1
ENSMUSG00000073600,-0.07836562582666892,5.118107144943924e-38,1.8597773055755539e-37,-0.0902207716665062,-0.0664882746482133,Prob1
ENSMUSG00000044934,-0.07837396719465338,5.027483323854952e-38,1.8275112046001278e-37,-0.09022909625945483,-0.0664966304568704,Zfp367
ENSMUSG00000028017,-0.07837791048860546,4.985198890614937e-38,1.8134590362367906e-37,-0.09023303162260854,-0.06650058057807846,Egf
ENSMUSG00000037104,-0.07838156158338523,4.946363015294989e-38,1.799986541228162e-37,-0.0902366753739342,-0.06650423799454461,Socs5
ENSMUSG00000089678,-0.07839444447252011,4.811717841982929e-38,1.7516264441146448e-37,-0.09024953234915319,-0.06651714319230193,Agxt2
ENSMUSG00000030492,-0.07840472821991455,4.706857581013919e-38,1.7140777789562706e-37,-0.09025979540796608,-0.06652744475037363,Slc7a9
ENSMUSG00000021990,-0.07840505932891191,4.703519378558587e-38,1.7134861124074996e-37,-0.09026012585080494,-0.06652777643286895,Spata13
ENSMUSG00000025515,-0.0784095968878425,4.6580086451299144e-38,1.697525016446762e-37,-0.09026465428035348,-0.06653232185135152,Muc2
ENSMUSG00000079550,-0.07841590569120592,4.595459221180454e-38,1.6753405837333044e-37,-0.09027095038984922,-0.06653864158307658,Mpp4
ENSMUSG00000031987,-0.07842545948662324,4.5023229489602027e-38,1.6419850287965728e-37,-0.0902804849603852,-0.06654821192977492,Egln1
ENSMUSG00000030272,-0.07844554230685075,4.3126165520979026e-38,1.573373422874098e-37,-0.09030052736133311,-0.06656832954920625,Camk1
ENSMUSG00000050700,-0.07844776136157895,4.29214865368026e-38,1.5664776108322115e-37,-0.09030274194933682,-0.066570552449671,Emilin3
ENSMUSG00000026788,-0.07847365933774472,4.060295476223481e-38,1.4824006850030966e-37,-0.0903285877869236,-0.06659649531708561,Zbtb43
ENSMUSG00000039878,-0.07849165190865535,3.906587975194102e-38,1.4268034971490512e-37,-0.09034654412525225,-0.06661451908556205,Slc39a5
ENSMUSG00000021578,-0.0784991030217718,3.844640947214342e-38,1.4046916138890544e-37,-0.09035398023141525,-0.06662198312053545,Ccdc127
ENSMUSG00000032300,-0.0785045190688541,3.80022680393361e-38,1.3889717850634538e-37,-0.09035938536944993,-0.06662740856106017,1700017B05Rik
ENSMUSG00000036995,-0.07851536303864312,3.7128282515685287e-38,1.3575240407928806e-37,-0.09037020749512471,-0.06663827134044163,Asap3
